_1.365,_0.7588,0.33435,1.716,0.18766,0.1467,0.3831,0.8449,_0.7469,0.9075,_1.864,2.154,_0.0745,_1.577,2.266,_0.1606,1.223,_0.2062,_0.26448,2.425,4.235,_0.2423,_1.988,1.611,_0.9822,_2.336,_0.7156,_0.6364,1.891,_0.4032,_0.3697
_0.5725,_1.257,_2.205,_0.1959,0.526,_0.4273,_1.689,_0.1961,_0.7718,1.99,_1.755,_0.8147,1.682,0.4186,_0.393,0.3304,_0.0829099999999999,0.5603,_1.063,0.6169,_0.5992,_0.8619,_1.088,1.231,_0.46087,0.0631,_0.086,_1.712,_1.872,0.1988,_1.205
_0.3318,_0.2462,_0.4779,_0.21305,_1.748,_0.34729,_1.199,_0.44473,0.0909,_0.016,_0.2,_0.0057,_1.181,0,0.0417,0.3852,2.068,0.4357,_1.373,0.2156,_0.0908,2.586,0.4454,_0.5183,_0.43154,_0.3547,_0.41324,_0.801,_0.1344,_0.381857142857143,_0.6796
_0.06325,_0.1605,_0.9312,_1.514,_0.230875,_0.6413,_1.442,_0.1875,_0.21783,0.5104,_0.0718,_0.9628,_0.9515,_0.4499,_0.9699,0.9267,_0.18956,2.561,0.3191,_0.8037,0.5343,1.085,1.152,_0.0874,_1.208,_0.9406,1.135,_1.154,_0.3131,_0.66899,_1.127
_0.229288888888889,0.2831,_0.0755,0.1747,_0.9889,_1.829,_2.44,_0.9978,0.8529,_0.4088,_1.917,0.0197,_0.557022222222222,_0.9037,2.022,0.6439,0.4369,0.3363,0.6194,0.4545,_0.8934,0.7959,0.5175,0.4049,0.17173,0.3457,2.183,1.261,0.8597,_0.8241,_1.714
0.5709,_1.07,_0.9098,_0.544,_1.009,_2.083,_2.187,_1.342,1.381,0.4616,_0.9394,0.1913,_0.4448,0.0326,_0.2326,0.4835,_0.2545,_0.2406,0.0187,_0.8761,_1.048,0.4463,_1.212,_0.9966,0.2152,0.5331,2.381,1.656,0.9792,_0.9643,_1.973
0.2004,_0.1394,_0.7864,_0.4017,_2.115,_2.446,_0.9367,0.6618,0.02742,_0.0215,_1.917,_0.6076,_1.33,_0.0246,0.8781,1.299,_0.4643,1.434,0.0768,_0.2255,_1.869,2.335,_0.0087,0.4226,_0.7382,0.6019,0.7528,1.418,_0.4771,_0.319,_0.5826
0.2135,0.0533,_2.131,_0.473,1.25,_0.674,0.1287,_0.3292,1.595,_0.2413,_0.4774,_0.4184,0.086,0.5022,0.3169,0.0059,0.1079,1.783,_0.0448,_0.4601,0.23814,_0.6122,_2.658,0.9553,0.2018,_0.6124,_0.3336,_0.0956,0.4315,_2.462,_0.6606
0.2769,_0.0346,_0.399,0.07694,_0.0822111111111111,_0.0946,_0.0398,0.0015,0.377,_0.3249,_0.3902,_0.2833,_0.176166666666667,_0.7636,_0.6232,_0.0501,_0.2008,4.01,_1.251,_0.2257,0.5056,_1.076,_1.281,0.1742,_0.5223,_1.003,_0.1016,_0.4767,_0.4446,_0.5768,_0.3798
0.0106,0.0709,0.2514,_1.148,0.0403,_0.0944,_0.24428,_0.3212,_0.1513,_0.5073,_0.63233,_0.4977,0.1984,_0.7227,_0.4569,_0.0466,_0.5188,1.78,_0.8835,_0.3173,_0.241,_0.2882,_1.065,_0.1367,_0.4058,_0.8654,_0.4136,_0.1425,_1.129,0.2015,_0.1064
_0.3212,_1.252,_0.12072,_0.3715,_0.7902,_1.147,_0.5333,_0.0097,0.4504,_0.7025,_0.888,0.4289,_0.868,1.363,_0.3728,0.9758,_0.4416,0.3808,_0.8366,0.0866,_0.3095,0.0377,_0.1343,0.2273,_0.0607625,_0.5739,_0.9273,0.0614,0.1398,1.038,0.007
_0.5631,_0.3517,_1.47,0.0523,1.114,_1.234,_0.30988,_1.343,0.7061,0.1564,0.6894,0.798,0.6048,0.6137,0.3334,0.039,2.19,0.4229,0.3424,_0.7422,0.1745,_1.635,0.8285,_0.36474,_0.6702,_0.8841,_1.976,_1.402,_0.3718,_0.0947,_0.4367
0.7122,_0.4969,0.204,_0.1308,_0.2753,_1.238,_0.6534,_0.8876,0.8471,0.6809,0.9512,_0.1376,0.9482,0.3812,_0.8194,0.2441,_0.4282,0.3526,0.9835,_0.4815,_0.4091,_0.2225,0.0647,_0.5252,_1.106,_0.8249,_2.079,0.2773,0.372,_0.5546,_0.1003
0.9701,0.0238,0.3395,_1.516,0.2889,0.4711,_1.741,_1.974,_0.2134,_0.4336,0.0776,_0.2109,0.5214,0.2022,0.5492,1.303,_0.1895,1.217,_0.2167,_0.3876,_0.5504,0.663,0.5972,_0.18,_0.2956875,0.5567,_0.8908,_0.1122,_0.6222,0.4227,0.2715
_0.7742,0.6046,_0.2931,0.7159,_0.28765,_0.083,_0.9891,0.5105,_0.761,_1.001,_2.482,1.32,0.91351,1.989,0.2282,0.7007,0.4782,0.4803,_0.00886,0.0761,0.5363,0.4294,0.8707,_0.0323,_1.634,_1.822,_0.2572,0.0213,0.4364,_0.1615,_1.452
1.679,1.075,1.13,1.221,_0.313,_1.292,_2.259,2.259,_0.2366,_1.122,_1.855,_0.2865,_0.8928,0.8215,_0.2034,1.57,0.35,2.441,_0.4938,0.8942,_0.1025,_0.00800999999999999,_0.1211,0.5021,_0.3999,_1.942,_1.248,_1.241,1.354,0.0128,0.0363
_0.3162,0.5136,0.0626,_1.038,_0.159,0.3352,0.1054,1.307,0.6408,_0.6757,_1.375,0.0482,_0.1767,0.8482,2.014,0.7915,_0.1603,0.804,_0.2818,_0.8059,_0.4112,0.539444444444445,0.904,0.273,_0.8882,_0.922,_1.032,_1.373,_0.3736,_0.7567,_3.872
_1.056,0.1222,_0.2934,_0.18292,0.0364,0.0931,_1.146,2.396,0.7091,_1.69,_2.141,0.2662,_0.54266,_0.4674,2.407,0.1593,_1.406,_1.555,0.5733,_2.638,_0.71584,1.949,2.467,0.0306,_2.104,_1.533,_2.654,_1.44511,_1.315,_0.24255,_2.216
_1.313,0.8094,0.0303,_1.839,_0.0048,0.6169,_0.0607,2.837,0.3139,_1.459,_2.072,_0.1946,_0.3189,_0.7116,1.586,1.253,_1.97,1.347,0.7227,_1.093,_0.7746,1.327,0.5161,0.254,_2.027,_1.967,_2.462,_3.719,_1.057,_0.9034,_1.359
_1.309,0.5319,0.0947,_2.113,0.151,1.046,0.0301,2.925,0.4955,_1.962,_1.749,0.1977,0.0053,0.1426,2.619,1.17,_1.937,1.03,0.2296,_1.343,_1.043,1.415,0.9664,0.5505,_2.037,_1.276,_1.771,_3.398,_0.6547,_0.4958,_1.008
_1.634,0.0565,_0.3052,_0.7012,_0.7646,0.5019,_0.3213,0.961,1.34,0.6924,_0.6199,0.3075,1.453,1.812,1.341,0.6227,_0.2295,0.036,0.7552,_1.26,_0.7391,0.7666,0.5928,_0.126,_2.219,_1.852,_2.077,_1.032,_0.4139,_0.1738,_0.6366
_1.582,_0.7504,_1.509,_0.26068,_0.7995,_1.472,_1.151,1.061,0.0848,_0.864,_0.3725,_0.6567,1.39,1.571,2.155,0.7894,_0.4668,1.809,_0.0248,_1.439,_3.68,_3.015,_0.9264,0.4227,_0.2395,_0.2717,0.6996,1.882,_0.6993,_0.5954,_0.7526
0.6978,_0.0432,0.068,0.6835,_0.0743,_0.167,0.0968,0.0554,_0.8593,_0.618,_0.375,_0.6289,0.4105,0.9469,0.5428,1.188,0.179,1.568,_0.017,_0.4765,_1.782,_1.056,_0.4585,_0.7908,_0.369,0.8003,_0.3855,0.529,_0.9593,0.3436,0.3447
_0.745,0.0746,_0.5475,0.15838,0.2701,0.3112,_0.22953,_0.2631,0.403,_0.1083,_0.7246,_0.0367777777777778,1.705,0.9797,1.634,2.482,_1.669,1.789,_0.5954,_0.6515,0.4176,_0.6591,_0.9097,_1.044,0.2904125,_0.6859,_0.4086,0.3229,0.15545,_0.4967,_1.808
_0.5304,0.1067,_0.49217,_1.09,_0.2824,0.1904,_0.7885,0.208,_0.0151,_0.5369,_2.212,_0.1401,0.6678,2.587,2.637,1.175,_0.7223,2.506,0.21268,_1.218,_1.516,_0.1038,_1.051,_0.4782,_0.34431,_2.689,0.4931,0.2823,_2.167,_1.614,_0.4414
0.3665,_0.1988,_0.4883,_0.1503,_0.1764,0.3499,0.1944,0.07,0.4896,0.1258,_0.1176,_0.7783,0.7452,1.695,0.7663,0.2736,0.1206,0.8409,_0.7279,_0.8384,_0.7376,_0.231,_1.117,_0.3907,_1.03,_0.5114,_0.4023,0.1608,_0.4802,0.10353,0.1498
0.4981,0.0727,_2.765,4e_04,_0.3428625,_1.271,0.6437,_0.15795,_0.55044,0.6617,_0.7052,_0.3726,1.257,0.8117,0.6146,_0.0766,0.672,0.7303,1.005,0.1704,_1.118,0.14998,_1.129,0.6152,_1.069,_0.5933,_1.256,_0.35141,_0.2822,_0.5958,0.1116
1.404,_0.1515,0.109,_0.2833,0.3678,0.2565,0.0384,0.1677,1.33,0.346,_1.673,_0.09777,_0.3497,0.0684,1.841,1.639,0.2345,1.139,_0.2035,_0.3182,_0.6511,_1.103,_0.6043,_0.0154,_0.506775,_1.725,_1.768,_0.43892,_0.1097,_0.7032,_0.3727
0.4462,0.0308,0.2459,_0.0513,_0.2515,_0.4379,_0.7222,0.0706,_0.1647,_0.7656,_0.7861,_1.084,_0.054,_0.1089,1.135,1.352,_0.07,1.236,0.6789,_0.9748,_0.5971,_0.5469,_0.4648,_1.007,_0.42744,_0.2887,_1.96,_0.4329,_0.1559,0.0927,0.018
_0.363,_1.291,_1.506,0.92,_0.101822222222222,_0.9507,_0.47276,_1.862,_1.08,_0.0599,0.2493,_0.051,2.302,2.345,0.9242,0.3912,_0.0107,0.8715,_1.331,0.4808,_0.154,0.2915,_1.552,1.057,_1.744,_0.8442,_0.1701,_0.502,_1.733,_0.7391,_0.8105
_0.245,_1.419,_1.587,0.0538777777777778,_0.1866,_1.008,_1.761,_1.16,_1.574,_0.4906,0.089,_0.6106,2.277,2.188,0.7317,0.3529,0.0749,1.046,_0.6764,0.426,1.191,0.2341,_1.546,0.4859,_0.7393,_0.8162,_0.5501,_0.9633,_1.023,_0.8466,_1.188
_0.9015,_1.059,_0.85399,_1.536,_0.41822,_1.029,_1.837,_0.1959,_0.18351,0.8854,2.597,2.156,0.593,1.01,0.3583,1.659,0.1091,_0.0667,_1.12,0.4446,0.1992,_0.644,_0.2884,1.325,_1.29,_1.129,_0.711,_0.7085,_1.455,_1.064,_2.549
0.13032,_0.164544444444444,_0.1002,_0.4253,_0.6738,_0.9293,_0.2865,1.141,0.19378,0.5902,_1.057,_0.0343,_0.076,0.894,_0.1185,1.751,_0.5943,0.5827,_0.244,_0.343,0.7063,_0.05668,_1.829,_0.0207,_0.388,_0.1003,_1.097,_0.465,_0.4739,_0.374111111111111,0.3049
_0.9011,_0.8234,_1.211,_0.2471,_0.36769,_0.8859,0.3955,0.9522,_2.218,_0.0687,0.3641,0.0177,0.9079,1.432,0.4811,0.9213,_0.7047,0.5442,_0.1421,_0.0294,0.1274,0.2295,_1.213,0.307,_0.5534,_0.4992,_0.1229,_0.1114,_0.4128,0.0893,0.0669
_0.10366,1.55,_6.883,_1.74,_0.7382125,0.37,0.1748,_1.71,_0.22191,_0.8847,1.587,_0.7295,_0.0653333333333333,0.7216,0.4888,_0.6788,1.23,0.1236,0.21734,0.5672,2.294,2.85,_0.3591,_0.8669,_0.2299,_0.7772,_2.147,_0.8064,_0.8101,0.47633,0.5199
_0.8848,_1.27,_5.202,0.3555,_0.0424,_1.251,0.2983,_1.7,_0.7977,0.1857,1.069,_2.502,0.1296,_0.4032,0.4607,0.6709,_0.6147,0.0974,_0.1434,0.9732,0.6598,1.168,1.044,0.7733,_0.89942,0.2336,_0.4658,_0.783,0.0678,_0.5821,_0.1941
_2.142,_0.9185,_1.534,_0.6425,_0.6279,_0.3655,_0.3035,_0.1015,_0.2826,0.0936,1.014,_0.6091,_0.16995,0.2057,0.4926,0.3555,_0.4933,_0.6489,0.9339,1.393,1.763,1.769,0.8199,0.0398,_0.2321,1.651,_0.04638,_0.922,_0.7008,_0.1511,_0.0805
_0.6238,_1.22,_0.373,0.2223,_0.206611111111111,_1.204,_0.335266666666667,_0.5812,0.7556,0.5622,_0.6079,_1.759,0.40319,1.564,0.1956,1.921,_1.569,0.9827,_2.085,0.8383,0.4408,0.7724,0.9234,0.4971,_0.68391,_0.3511,_0.7887,_0.0198,_2.088,_0.7074,_0.4662
0.1525,_0.9527,_0.6188,0.3605,0.01982,_0.7513,_0.4276,0.1007,0.0363,0.8744,_0.967,_1.232,_1.08096,_1.915,_1.574,0.1544,_2.108,2.008,0.0304,0.9192,0.6521,_0.2105,1.315,0.4905,_1.076,_0.1038,_1.535,0.1393,_2.483,_0.44248,_0.1935
0.4214,_0.6216,0.497,_0.8617,_0.6736,0.9535,_0.5991,0.06933,0.4374,0.7374,_0.2911,_0.2319,_0.5442,_0.042,0.7352,_1.797,_0.2883,0.2276,0.2666,0.2372,0.8194,0.6751,_1.365,_0.8206,_0.1152,_0.6256,_0.8136,0.5346,_0.3318,_0.53605,_0.4868
_1.369,_1.748,_0.79625,0.3715,_2.185,1.347,0.1839,_1.843,1.559,_0.6522,0.8688,0.1023,0.1492,0.0135,0.6735,_2.622,_1.161,0.9959,_0.6758,_0.4599,0.4948,1.325,_0.054,_2.016,_0.3949,_1.822,_0.6136,1.149,_0.7885,_1.23009,_1.454
_1.012,_0.2408,_0.1805,_0.7321,_0.6045,_0.2165,_0.5553,_0.7135,0.6173,_0.1921,0.0205,_0.7914,_1.16,_1.334,_0.4893,_0.2671,_0.0047,_0.1081,0.6211,0.1721,0.9364,0.6217,_0.7343,_0.6122,_0.2565,0.2586,_0.425,0.3247,_0.3633,0.2212,_0.0706
0.2175,0.661,1.247,0.5012,_0.0369,_1.892,_1.727,0.2334,1.287,1.427,0.9227,0.748,_1.613,_1.784,1.034,0.2684,0.1044,_0.2753,_0.6023,0.4926,0.6661,_0.9091,_0.5099,_0.9247,0.1106,_0.2467,_0.6163,_1.649,_0.3017,0.071,_0.0409
1.224,0.0025,_0.1901,0.9072,1.006,_2.454,_2.222,1.183,2.155,1.294,2.241,_0.1591,_1.755,_2.764,1.046,_0.9783,0.2307,0.5464,_0.4323,_0.4572,_0.1041,0.3053,_1.989,_0.5253,0.0303,_0.0165,_1.733,_2.857,_2.419,0.3952,0.1661
0.1986,_0.7575,0.3279,0.8728,_0.5467,_1.046,_2.614,1.473,2.617,1.129,1.04,_1.041,_0.310728571428571,_1.947,0.1971,1.032,_1.764,1.074,_1.146,0.3858,0.8455,_0.8569,1.195,0.2481,_0.51297,_2.313,_0.9491,_0.6402,2.059,_0.3554,_0.7878
1.534,_0.7316,_0.8089,_0.0172,_0.11424,0.14754,_2.322,0.5009,1.938,0.5618,0.3731,_1.03,_0.615566666666667,_2.264,_0.0237,_0.6548,0.46084,1.533,_0.11852,_0.4363,0.8609,_0.18,0.4116,0.2737,_2.617,_2.698,_1.38953,_1.23115,0.4715,_0.889577777777778,_1.909
1.165,_0.2898,0.5013,0.7746,0.237,_1.569,_2.118,0.7973,2.798,_0.0204,0.8315,_1.007,_2.588,_2.43,0.11,0.4331,_1.358,0.7692,_0.6191,_0.3564,1.266,_0.1456,0.6379,_0.2525,_2.552,_3.069,_1.985,_0.9562,1.543,_0.58954,_1.272
0.0335,_0.9996,_1.174,0.9631,0.0164125,0.0531,_1.036,1.854,0.5598,1.209,1.161,0.5571,_0.242222222222222,_1.521,_0.038,0.8182,_0.6121,_0.2445,_0.119377777777778,0.6024,_0.3582,0.8524,_0.4893,_0.5784,_1.062,_1.014,_0.4012,_2.217,_0.625,0.3418,0.0485
1.257,0.0106,0.6266,_0.6881,_0.7422,_1.884,_1.666,_0.7706,1.666,0.4521,_0.2473,0.4104,_1.052,_0.2564,0.9654,_0.1685,0.681,0.2422,_0.1648,_0.4813,_0.1689,_0.2672,1.223,_1.113,_1.337,0.4189875,0.8019,_0.259,0.4108,0.1629,_0.2167
0.1878,_1.615,_0.2058,0.2426,_0.9585,_2.705,_1.411,2.591,0.1063,0.5902,2.084,0.4733,_1.731,_1.96,_0.46,_1.311,0.0542,0.2203,1.244,_0.6867,0.6673,0.9229,_0.9691,0.6311,_1.529,0.6545,_0.6623,0.5533,_1.107,_0.1572,0.1661
_0.32393,_1.208,_1.195,_1.304,_1.244,_1.342,_1.609,0.407,_0.24844,_0.12128,1.182,0.5536,_0.6854,_0.4649,_0.106,_1.274,3.193,0.4747,_1.203,_0.2003,0.300711111111111,1.257,1.231,_1.613,_0.2386,_1.218,1.22,0.4588,0.4637,0.157222222222222,_0.3093
_0.1723,_0.426,_1.309,0.33656,_1.148,_0.3688,_0.7751,_0.1572,1.14,1.116,0.1011,1.13,_0.5225,0.5375,0.2811,0.2355,0.3074,1.179,_1.49,0.0321,1.861,_0.1142,_0.7821,_0.6423,_0.9629,_0.5918,0.4658,0.405,_0.981,_0.4044,_0.2949
_1.259,_0.83,_1.703,0.1206,_0.85611,_0.8713,_0.7446,_1.744,2.575,_0.4293,_2.143,_0.15044,_0.62541,_1.541,0.7598,2.824,_0.0832,_1.169,1.57234,_0.3367,1.059,0.63787,_1.296,_0.3254,_1.227,0.908,_1.409,_1.467,2.262,_2.009,_0.8758
0.2295,_0.3689,_0.7917,_0.74,0.6191,_0.98,_0.3388,_1.846,0.0197,0.3005,_0.9682,_0.1078,_0.09891,_0.2763,_0.4885,1.018,1.134,_0.7668,0.3351,_0.1964,0.0508,_0.7652,_0.5767,_0.7784,0.0235,_0.3813,0.0383,_0.2085,_0.2677,_0.16517,0.1971
0.7003,_0.345,0.01376,_0.8702,0.0977,_1.02,_1.4,0.2968,0.2954,_1.203,_0.7052,_0.16312,_0.7157,_0.5137,0.3145,_0.2568,0.5066,_0.5336,1.821,_0.2082,_0.0726,0.229,_0.7161,_0.3606,0.0445333333333333,_0.366788888888889,_1.234,_0.32,0.499,_0.101,0.488
_0.1265,_0.2348,_0.9053,_0.7861,0.8988,0.4625,_2.094,0.478,0.1375,_1.074,_1.141,0.1993,1.259,0.7772,0.0347,0.5519,0.8614,_0.7054,0.974,0.2121,_0.3661,_0.8482,_0.5817,_0.8276,0.3493,0.3604,_0.6201,_1.569,0.3101,_0.1279,_0.2785
_0.3334,_0.434,_0.0639,_0.6382,0.0101,_0.8934,_0.846,0.233,_0.5188,_0.1653,0.3782,_0.7792,_0.43114,_0.063,0.3507,_0.4414,0.4146,0.0654,1.214,0.2072,0.0538,0.18664,_0.3415,_0.6229,_0.0709,_0.4595,_1.054,_0.2085,0.1813,0.8642,_0.625
_0.3238,0.2644,0.3776,_2.521,_0.307033333333333,_0.8087,_0.6831,_0.3907,_0.2401,_0.3033,0.8869,_0.3352,_0.155685714285714,0.4114,0.6489,0.0603,0.6992,0.0266,0.636485714285714,_0.2405,0.3044,0.0191,_0.1016,_0.3581,0.3864,_0.3747,_0.1449,_0.8549,0.3732,0.4487,_0.4168
_0.684,0.3123,_0.11,_2.22,_0.9972,_2.06,_1.314,_1.526,_0.0408,_1.144,0.49033,_0.176,1.708,0.9085,_0.0122,0.0415,1.885,_1.156,0.4673,0.1051,_0.02014,_0.6763,_0.4339,_0.199,0.494,_0.4326,0.0959,_1.028,0.6723,0.6932,_0.3331
_0.0185,1.488,0.579,_0.2292,_0.8831,_1.482,_0.7858,_0.6386,_0.3847,_0.5898,0.3752,0.5014,0.7444,1.026,_0.1915,_0.064,0.2126,_0.3817,0.553,1.559,1.298,_2.284,_0.7293,0.1233,_0.2901,_0.3004,_1.448,_0.609,_0.2393,0.8363,_0.8425
0.9774,0.288,_1.486,_2.563,1.3,_1.065,0.038,_0.8837,_2.358,_0.4833,_1.339,_2.287,1.491,_1.387,_1.431,_0.8894,5.584,_0.2025,2.198,_0.4748,0.6165,0.199988888888889,_1.591,_1.788,_0.83392857142857,_1.578,_0.8539,_0.8399,1.712,_0.210488888888889,_1.422
_0.03,_1.464,_0.7976,_1.522,2.511,_0.6265,_0.4258,_0.5277,_2.119,_0.7936,_0.4113,0.0042,3.257,_0.8242,_1.026,0.0301,4.07,_0.3859,3.283,_0.4404,_0.391,0.90542,_1.041,_0.9461,_1.101,_0.68933,_0.8135,_0.7713,_0.1753,_0.8116,_0.5673
0.134,_1.095,_2.397,_0.359,0.4637,_0.8415,_2.967,_1.476,_0.1199,_0.4419,_0.828,_1.326,0.7494,_0.9681,_0.3295,_0.3544,1.474,_0.2831,2.03,_0.3365,1.21,1.518,_0.0198,0.8674,_1.328,_1.01,_0.4444,0.0339,3.016,0.1388,_0.2566
0.0836,_1.806,_1.41,_1.174,_0.9588,_0.463,_0.6939,0.1305,0.1924,0.1438,_0.2694,_0.3605,0.0024,_0.0228,0.7895,0.3294,0.048,0.57427,1.115,0.4189,_0.6779,_0.2702,_0.0602,0.4247,_0.8837,0.3953,0.5602,_0.8924,_0.3834,_0.631,_0.5321
0.1153,_1.264,_2.127,_3.157,_0.5089,_0.8873,_1.401,0.467,0.8009,_0.3733,_0.1562,_0.3914,0.2911,_0.2557,0.4462,0.3161,0.5915,0.0627,2.855,_0.5322,_0.2815,_0.0769,0.1277,0.2253,_0.0054,0.6314,0.1956,_1.503,_1.024,_1.558,_1.3
_0.1915,0.286,0.1516,_2.934,_0.316857142857143,_0.1323,_0.310911111111111,0.2793,0.5391,0.5942,_1.14,_0.1179,_0.2872,0.3411,0.1347,_0.8066,_0.6041,_0.0845,1.833,0.8921,0.7957,_0.0097,_0.2559,_0.48753,_0.0976,0.3966,0.222,_1.086,_0.0093,_0.4901,_1.278
_0.2286,0.4102,0.5648,_1.986,_0.130511111111111,_0.1593,0.08841,0.1129,0.5874,0.5549,_1.288,_0.3771,_0.3231625,_0.1587,0.3649,_0.8315,_0.7518,0.1871,1.49937777777778,1.751,0.6871,_0.0715,_0.3424,_0.7147,_0.4446,0.5408,0.4142,_1.167,_0.3389,_1.062,_1.3
2.391,_0.0696,0.3022,_1.358,0.8957,_2.244,_1.277,_1.688,0.689,0.6574,_1.814,_0.839,_0.8429,_1.17,_0.8277,_0.4605,1.284,1.453,0.949,_0.334,2.874,_1.111,0.9134,_0.3276,0.1424,0.6401,0.2774,_0.8731,0.4701,_0.5608,_0.08
0.4476,_0.2499,_0.3121,0.058,_0.2554,_1.197,_1.604,_1.069,_0.0232,_0.4815,_0.2578,0.1709,_0.2979,_0.5704,_0.7778,0.6008,0.5593,0.8352,0.9263,1.286,1.247,_0.4035,_0.1908,_0.9705,0.9071,0.2374,_0.0769,0.0361,_0.2608,_0.524,_0.5034
_0.1819,_0.2283,0.7964,_0.5227,_0.0809,_0.6952,_0.5435,_0.9614,_0.2124,0.1536,_0.196,0.2807,_0.3071,_0.0944,_0.6274,0.1056,1.157,1.651,0.4239,_0.0968,0.123,_0.5905,_0.2002,_0.5404,_0.3222,0.3309,_0.1567,0.1782,_0.761,_1.091,_0.1507
0.7501,_0.1281,0.5598,_0.5879,_0.3406,_0.2945,_0.0454,0.4028,_0.0317,_0.4868,_0.2112,_0.4754,_0.9393,_0.8489,_0.5054,_1.789,1.405,0.5133,1.112,0.5562,0.6198,_0.1635,1.729,0.435,_0.3022,_0.2166,_0.8054,_0.0311,_0.1961,_0.2237,_0.3292
_0.6341,0.3141,0.0596444444444445,_1.613,_0.6354,_1.094,_0.9065,0.3812,_0.4082,_0.1961,_1.57,0.2417,_0.99527,_0.5165,_0.5144,0.8574,0.6982,0.6261,0.64085,0.2573,_0.1643,_0.4623,0.6225,_0.2719,_0.0984,0.1102,0.2493,0.0284,1.031,_1.083,_0.5909
_0.6502,0.2951,0.7577,_1.086,0.238,_0.9385,_0.8796,0.32,_0.6535,_0.0031,_1.67,_0.389,_0.4663,_0.8042,_0.0695,0.8408,0.5747,0.3896,_0.4515,0.2663,_0.4495,_0.522,0.4202,_0.1386,0.6488,_0.0147,0.2977,_0.0404,0.5298,_1.182,_0.6616
_2.325,0.142,0.1857,_1.238,0.0827,_1.024,_1.427,0.8391,0.1221,0.0631,_1.998,_0.507,_2.232,_1.74,_0.1195,1.236,_0.6782,_0.013,_1.312,_0.1327,0.5274,0.2612,1.177,_1.221,_0.7358,_0.7899,_0.2581,_0.6749,_0.3591,_0.5293,_0.3767
_1.308,_0.8844,_0.90965,_3.543,_1.22,_1.114,_2.671,0.9379,_1.199,_2.005,_1.257,1.555,_0.3826,_0.3846,_0.9473,_0.4853,_0.8742,_0.2361,1.486,_0.5745,_0.3667,_0.0611,_0.8028,_0.4216,0.6441,2.033,0.4258,_0.14919,0.9923,_0.0018,_0.9674
0.6056,_0.2319,_0.3353,_0.8689,_1.675,_1.353,_1.617,0.1236,_1.092,0.1556,_0.8614,0.0124,_0.7864,_0.7771,_0.8144,1.104,_0.0743,_0.0605,1.277,0.5964,0.4706,0.5629,0.0817,0.3091,0.5992,_0.1885,0.0173,_1.393,_0.0397,_1.128,_0.7756
0.0132,0.31,0.7685,_1.511,_0.558,_0.1091,_0.31457,_0.6334,_0.2324,_0.1454,_0.7936,_0.14733,_0.1275,_0.44621,_0.013,_0.1762,0.5264,_0.8902,1.436,0.0141,0.1337,_0.4247,_0.4831,_0.139,0.3159,0.4735,0.4951,0.023,0.3166,_0.6749,_1.258
_0.3051,_0.4801,_0.6439,_0.0403,_0.4967,_0.9699,_0.8016,0.926,_0.1264,_0.03,0.0496666666666667,0.8988,1.198,1.199,_0.084,1.234,_0.0236,0.9339,0.4163,2.631,0.710722222222222,1.565,_0.8216,_0.1255,_1.351675,_0.8931,_2.093,_1.384,_0.7027,_2.086,_1.727
_0.6151,_0.5401,_0.6519,_0.7043,_0.4524,_0.4115,0.2283,_0.3507,_0.7081,0.6557,_0.101,0.3485,_0.0703,0.9871,_0.1891,1.111,_0.3248,1.248,_0.3334,2.893,_1.16,1.818,_0.0459,0.1836,_0.4361,0.1039,_0.2362,_0.07244,_0.7117,_1.942,_0.5438
0.2434,_1.673,_1.097,_1.61,_0.9861,_0.6206,_0.3288,0.4672,0.5272,0.3137,0.5018,0.8745,0.3682,0.5107,_0.4555,0.187,_0.0122,1.474,0.9553,0.4261,1.012,1.585,_1.439,_0.5915,0.0501,_0.453,_0.6025,_0.1214,0.4334,_0.8552,_0.481
_0.4207,_0.5946,_0.805,_0.5084,0.3821,_0.1533,0.6776,_1.871,_0.9418,_1.081,1.274,0.559,0.2463,0.5147,0.118,0.8019,_0.9692,0.1557,_0.3505,0.4409,0.0172,1.679,_0.814,0.5285,0.7656,_0.6455,0.121,_0.4863,_1.951,_0.5811,0.1578
_1.047,_2.037,_0.4857,_0.701755555555555,_0.2199,_0.9475,_0.074,_1.074,_0.0519,_0.3845,0.4411,0.6402,1.697,0.7237,_0.4204,0.6608,0.8051,0.4552,_0.524,0.2922,1.026,2.135,_1.838,_0.16898,_0.75145,_0.52685,_0.4473,_1.002,_0.80783,_0.5646,0.2355
_5.924,_1.337,_1.268,_0.7844,_1.143,_1.121,_0.4144,_2.492,_0.9223,_1.088,0.58,_1.006,_0.386411111111111,2.056,1.573,0.0577,_0.6865,2.398,1.858,_0.0326,1.045,4.037,_6.938,1.6,_1.72654,_3.116,_0.2572,_0.5069,_2.287,0.7469,0.8802
_0.3741,_0.2569,0.4036125,_0.0857,_0.0436,_0.7387,_0.2105,_0.1742,_0.7364,0.3959,_0.3972,_0.0468,1.061,0.2989,0.2116,_0.3196,0.1702,0.57827,_0.0381,0.1082,0.5614,1.514,_2.375,0.7837,_1.1468,_0.8591,_0.1358,_0.9492,_0.389825,_0.5462,0.2416
_0.8542,_0.6879,_0.29756,_0.128,0.0115,_0.3838,_0.5145,_0.3696,0.00249,_0.3021,_0.3648,_0.7061,0.2616,_0.3356,0.6376,_0.1367,_0.1679,0.4222,_0.8622,1.949,2.307,2.22,_1.532,0.6893,_0.52087,_1.798,_0.441,_0.797,0.5446,_0.9399,0.2441
